i,t,x,"u(t, x)"
77,0.002,1.1020408163265305,0.9831294090165623
78,0.002,1.1428571428571428,0.9709258398406515
79,0.002,1.183673469387755,0.954732528125896
80,0.002,1.2244897959183672,0.9346160156635862
81,0.002,1.2653061224489794,0.9106589655184081
82,0.002,1.3061224489795917,0.8829598223481792
83,0.002,1.346938775510204,0.8516324078736337
84,0.002,1.3877551020408163,0.816805453160557
85,0.002,1.4285714285714284,0.7786220696362232
86,0.002,1.4693877551020407,0.737239161013844
87,0.002,1.510204081632653,0.6928267785415549
88,0.002,1.5510204081632653,0.6455674222253605
89,0.002,1.5918367346938773,0.5956552908974644
90,0.002,1.6326530612244896,0.5432954842116112
91,0.002,1.673469387755102,0.4887031598446168
92,0.002,1.7142857142857142,0.4321026493673217
93,0.002,1.7551020408163265,0.37372653641804876
94,0.002,1.7959183673469385,0.3138147009665433
95,0.002,1.8367346938775508,0.252613333595724
96,0.002,1.8775510204081631,0.19037392385176988
97,0.002,1.9183673469387754,0.12735222681963
98,0.002,1.9591836734693877,0.06380721217052143
99,0.002,2.0,0.0
100,0.004,0.0,0.0
101,0.004,0.04081632653061224,0.06367611340981492
102,0.004,0.08163265306122448,0.1270905680111454
103,0.004,0.12244897959183673,0.18998278020767678
104,0.004,0.16326530612244897,0.2520943124091562
105,0.004,0.2040816326530612,0.31316993500688606
106,0.004,0.24489795918367346,0.37295867516693215
107,0.004,0.2857142857142857,0.4312148481313324
108,0.004,0.32653061224489793,0.4876990667894661
109,0.004,0.36734693877551017,0.5421792253710402
110,0.004,0.4081632653061224,0.5944314532184856
111,0.004,0.44897959183673464,0.6442410347195093
112,0.004,0.4897959183673469,0.691403291619602
113,0.004,0.5306122448979591,0.7357244240888887
114,0.004,0.5714285714285714,0.7770223070872002
115,0.004,0.6122448979591836,0.8151272387549282
116,0.004,0.6530612244897959,0.8498826377543679
117,0.004,0.6938775510204082,0.8811456866960208
118,0.004,0.7346938775510203,0.9087879190058825
119,0.004,0.7755102040816326,0.9326957468221518
120,0.004,0.8163265306122448,0.9527709277521188
121,0.004,0.8571428571428571,0.968930968571229
122,0.004,0.8979591836734693,0.9811094642054392
123,0.004,0.9387755102040816,0.989256370603909
124,0.004,0.9795918367346939,0.9933382103807415
125,0.004,1.0204081632653061,0.9933382103807414
126,0.004,1.0612244897959182,0.9892563706039093
127,0.004,1.1020408163265305,0.9811094642054392
128,0.004,1.1428571428571428,0.9689309685712292
129,0.004,1.183673469387755,0.9527709277521188
130,0.004,1.2244897959183672,0.9326957468221521
131,0.004,1.2653061224489794,0.9087879190058827
132,0.004,1.3061224489795917,0.8811456866960209
133,0.004,1.346938775510204,0.849882637754368
134,0.004,1.3877551020408163,0.8151272387549284
135,0.004,1.4285714285714284,0.7770223070872004
136,0.004,1.4693877551020407,0.735724424088889
137,0.004,1.510204081632653,0.6914032916196022
138,0.004,1.5510204081632653,0.6442410347195097
139,0.004,1.5918367346938773,0.5944314532184858
140,0.004,1.6326530612244896,0.5421792253710406
141,0.004,1.673469387755102,0.48769906678946645
142,0.004,1.7142857142857142,0.4312148481313328
143,0.004,1.7551020408163265,0.3729586751669325
144,0.004,1.7959183673469385,0.3131699350068864
145,0.004,1.8367346938775508,0.2520943124091566
146,0.004,1.8775510204081631,0.189982780207677
147,0.004,1.9183673469387754,0.12709056801114565
148,0.004,1.9591836734693877,0.063676113409815
149,0.004,2.0,0.0
150,0.006,0.0,0.0
151,0.006,0.04081632653061224,0.0635452840055727
152,0.006,0.08163265306122448,0.12682944680874586
153,0.006,0.12244897959183673,0.18959244021015081
154,0.006,0.16326530612244897,0.2515763576072814
155,0.006,0.2040816326530612,0.3125264937880442
156,0.006,0.24489795918367346,0.3721923915691092
157,0.006,0.2857142857142857,0.43032887097819916
158,0.006,0.32653061224489793,0.4866970367511863
159,0.006,0.36734693877551017,0.5410652600039758
160,0.006,0.4081632653061224,0.5932101300452748
161,0.006,0.44897959183673464,0.6429173724190438
162,0.006,0.4897959183673469,0.689982729404199
163,0.006,0.5306122448979591,0.7342127993534011
164,0.006,0.5714285714285714,0.7754258314219085
165,0.006,0.6122448979591836,0.8134524724207841
166,0.006,0.6530612244897959,0.8481364627254745
167,0.006,0.6938775510204082,0.8793352783801252
168,0.006,0.7346938775510203,0.9069207167590863
169,0.006,0.7755102040816326,0.9307794233790007
170,0.006,0.8163265306122448,0.9508133576966904
171,0.006,0.8571428571428571,0.966940195978779
172,0.006,0.8979591836734693,0.9790936695875689
173,0.006,0.9387755102040816,0.9872238372930904
174,0.006,0.9795918367346939,0.9912972904923252
175,0.006,1.0204081632653061,0.9912972904923254
176,0.006,1.0612244897959182,0.9872238372930904
177,0.006,1.1020408163265305,0.9790936695875692
178,0.006,1.1428571428571428,0.966940195978779
179,0.006,1.183673469387755,0.9508133576966906
180,0.006,1.2244897959183672,0.9307794233790008
181,0.006,1.2653061224489794,0.9069207167590865
182,0.006,1.3061224489795917,0.8793352783801254
183,0.006,1.346938775510204,0.8481364627254746
184,0.006,1.3877551020408163,0.8134524724207842
185,0.006,1.4285714285714284,0.7754258314219087
186,0.006,1.4693877551020407,0.7342127993534013
187,0.006,1.510204081632653,0.6899827294041994
188,0.006,1.5510204081632653,0.642917372419044
189,0.006,1.5918367346938773,0.5932101300452751
190,0.006,1.6326530612244896,0.5410652600039761
191,0.006,1.673469387755102,0.4866970367511867
192,0.006,1.7142857142857142,0.4303288709781995
193,0.006,1.7551020408163265,0.3721923915691096
194,0.006,1.7959183673469385,0.31252649378804453
195,0.006,1.8367346938775508,0.2515763576072817
196,0.006,1.8775510204081631,0.18959244021015112
197,0.006,1.9183673469387754,0.126829446808746
198,0.006,1.9591836734693877,0.06354528400557283
199,0.006,2.0,0.0
200,0.008,0.0,0.0
201,0.008,0.04081632653061224,0.06341472340437293
202,0.008,0.08163265306122448,0.12656886210786175
203,0.008,0.12244897959183673,0.18920290220801364
204,0.008,0.16326530612244897,0.25105946699909754
205,0.008,0.2040816326530612,0.3118843745881953
206,0.008,0.24489795918367346,0.3714276823831217
207,0.008,0.2857142857142857,0.42944471416014773
208,0.008,0.32653061224489793,0.4856970654910875
209,0.008,0.36734693877551017,0.5399535833982305
210,0.008,0.4081632653061224,0.5919913162115098
211,0.008,0.44897959183673464,0.641596429724737
212,0.008,0.4897959183673469,0.6885650858862224
213,0.008,0.5306122448979591,0.7327042804130537
214,0.008,0.5714285714285714,0.7738326358870926
215,0.008,0.6122448979591836,0.8117811470736915
216,0.008,0.6530612244897959,0.8463938754004546
217,0.008,0.6938775510204082,0.8775285897422804
218,0.008,0.7346938775510203,0.905057350879563
219,0.008,0.7755102040816326,0.9288670372278883
220,0.008,0.8163265306122448,0.9488598096788898
221,0.008,0.8571428571428571,0.9649535136421297
222,0.008,0.8979591836734693,0.9770820166359346
223,0.008,0.9387755102040816,0.9851954800399471
224,0.008,0.9795918367346939,0.9892605638927079
225,0.008,1.0204081632653061,0.9892605638927078
226,0.008,1.0612244897959182,0.9851954800399473
227,0.008,1.1020408163265305,0.9770820166359346
228,0.008,1.1428571428571428,0.9649535136421299
229,0.008,1.183673469387755,0.9488598096788898
230,0.008,1.2244897959183672,0.9288670372278885
231,0.008,1.2653061224489794,0.9050573508795631
232,0.008,1.3061224489795917,0.8775285897422805
233,0.008,1.346938775510204,0.8463938754004547
234,0.008,1.3877551020408163,0.8117811470736916
235,0.008,1.4285714285714284,0.7738326358870928
236,0.008,1.4693877551020407,0.732704280413054
237,0.008,1.510204081632653,0.6885650858862227
238,0.008,1.5510204081632653,0.6415964297247372
239,0.008,1.5918367346938773,0.59199131621151
240,0.008,1.6326530612244896,0.539953583398231
241,0.008,1.673469387755102,0.4856970654910878
242,0.008,1.7142857142857142,0.4294447141601482
243,0.008,1.7551020408163265,0.371427682383122
244,0.008,1.7959183673469385,0.3118843745881956
245,0.008,1.8367346938775508,0.2510594669990978
246,0.008,1.8775510204081631,0.18920290220801386
247,0.008,1.9183673469387754,0.12656886210786197
248,0.008,1.9591836734693877,0.063414723404373
249,0.008,2.0,0.0
250,0.01,0.0,0.0
251,0.01,0.04081632653061224,0.06328443105393088
252,0.01,0.08163265306122448,0.12630881280619327
253,0.01,0.12244897959183673,0.18881416455347966
254,0.01,0.16326530612244897,0.25054363839810445
255,0.01,0.2040816326530612,0.31124357469110964
256,0.01,0.24489795918367346,0.3706645443741715
257,0.01,0.2857142857142857,0.4285623739371046
258,0.01,0.32653061224489793,0.4846991487791891
259,0.01,0.36734693877551017,0.5388441908512986
260,0.01,0.4081632653061224,0.5907750065614837
261,0.01,0.44897959183673464,0.6402782010488661
262,0.01,0.4897959183673469,0.6871503550688953
263,0.01,0.5306122448979591,0.7311988608866575
264,0.01,0.5714285714285714,0.7722427137433726
265,0.01,0.6122448979591836,0.8101132556437736
266,0.01,0.6530612244897959,0.844654868407986
267,0.01,0.6938775510204082,0.8757256131400089
268,0.01,0.7346938775510203,0.9031978134850844
269,0.01,0.7755102040816326,0.9269585802792264
270,0.01,0.8163265306122448,0.9469102754350089
271,0.01,0.8571428571428571,0.9629709131574122
272,0.01,0.8979591836734693,0.9750744968410383
273,0.01,0.9387755102040816,0.9831712902643213
274,0.01,0.9795918367346939,0.9872280219663274
275,0.01,1.0204081632653061,0.9872280219663276
276,0.01,1.0612244897959182,0.9831712902643213
277,0.01,1.1020408163265305,0.9750744968410385
278,0.01,1.1428571428571428,0.9629709131574122
279,0.01,1.183673469387755,0.9469102754350092
280,0.01,1.2244897959183672,0.9269585802792264
281,0.01,1.2653061224489794,0.9031978134850845
282,0.01,1.3061224489795917,0.8757256131400089
283,0.01,1.346938775510204,0.8446548684079861
284,0.01,1.3877551020408163,0.8101132556437738
285,0.01,1.4285714285714284,0.7722427137433728
286,0.01,1.4693877551020407,0.7311988608866578
287,0.01,1.510204081632653,0.6871503550688955
288,0.01,1.5510204081632653,0.6402782010488663
289,0.01,1.5918367346938773,0.5907750065614841
290,0.01,1.6326530612244896,0.5388441908512989
291,0.01,1.673469387755102,0.48469914877918957
292,0.01,1.7142857142857142,0.42856237393710495
293,0.01,1.7551020408163265,0.3706645443741719
294,0.01,1.7959183673469385,0.3112435746911099
295,0.01,1.8367346938775508,0.25054363839810473
296,0.01,1.8775510204081631,0.18881416455347988
297,0.01,1.9183673469387754,0.12630881280619344
298,0.01,1.9591836734693877,0.06328443105393099
299,0.01,2.0,0.0
300,0.012,0.0,0.0
301,0.012,0.04081632653061224,0.06315440640309664
302,0.012,0.08163265306122448,0.12604929780370527
303,0.012,0.12244897959183673,0.18842622560214886
304,0.012,0.16326530612244897,0.25002886962229465
305,0.012,0.2040816326530612,0.310604091386138
306,0.012,0.24489795918367346,0.3699029743141071
307,0.012,0.2857142857142857,0.4276818465766803
308,0.012,0.32653061224489793,0.48370328239420163
309,0.012,0.36734693877551017,0.5377370776703364
310,0.012,0.4081632653061224,0.5895611959500824
311,0.012,0.44897959183673464,0.6389626808151896
312,0.012,0.4897959183673469,0.6857385309677618
313,0.012,0.5306122448979591,0.7296965344061339
314,0.012,0.5714285714285714,0.7706560582652155
315,0.012,0.6122448979591836,0.8084487910756792
316,0.012,0.6530612244897959,0.8429194343918912
317,0.012,0.6938775510204082,0.8739263409465352
318,0.012,0.7346938775510203,0.9013420967096176
319,0.012,0.7755102040816326,0.9250540444600467
320,0.012,0.8163265306122448,0.9449647467183193
321,0.012,0.8571428571428571,0.9609923861380236
322,0.012,0.8979591836734693,0.9730711017108667
323,0.012,0.9387755102040816,0.9811512594036829
324,0.012,0.9795918367346939,0.9851996561153245
325,0.012,1.0204081632653061,0.9851996561153243
326,0.012,1.0612244897959182,0.9811512594036831
327,0.012,1.1020408163265305,0.9730711017108667
328,0.012,1.1428571428571428,0.9609923861380238
329,0.012,1.183673469387755,0.9449647467183193
330,0.012,1.2244897959183672,0.9250540444600468
331,0.012,1.2653061224489794,0.9013420967096176
332,0.012,1.3061224489795917,0.8739263409465353
333,0.012,1.346938775510204,0.8429194343918913
334,0.012,1.3877551020408163,0.8084487910756795
335,0.012,1.4285714285714284,0.7706560582652158
336,0.012,1.4693877551020407,0.7296965344061341
337,0.012,1.510204081632653,0.685738530967762
338,0.012,1.5510204081632653,0.6389626808151898
339,0.012,1.5918367346938773,0.5895611959500826
340,0.012,1.6326530612244896,0.5377370776703368
341,0.012,1.673469387755102,0.4837032823942019
342,0.012,1.7142857142857142,0.42768184657668074
343,0.012,1.7551020408163265,0.36990297431410746
344,0.012,1.7959183673469385,0.3106040913861383
345,0.012,1.8367346938775508,0.25002886962229487
346,0.012,1.8775510204081631,0.18842622560214908
347,0.012,1.9183673469387754,0.12604929780370544
348,0.012,1.9591836734693877,0.06315440640309672
349,0.012,2.0,0.0
350,0.014,0.0,0.0
351,0.014,0.04081632653061224,0.06302464890185264
352,0.014,0.08163265306122448,0.12579031600262275
353,0.014,0.12244897959183673,0.18803908371299996
354,0.014,0.16326530612244897,0.2495151584941434
355,0.014,0.2040816326530612,0.3099659219682009
356,0.014,0.24489795918367346,0.36914296898140914
357,0.014,0.2857142857142857,0.42680312835415435
358,0.014,0.32653061224489793,0.48270946212350835
359,0.014,0.36734693877551017,0.536632239172142
360,0.014,0.4081632653061224,0.588349879242763
361,0.014,0.44897959183673464,0.637649863458922
362,0.014,0.4897959183673469,0.6843296076106617
363,0.014,0.5306122448979591,0.7281972946164887
364,0.014,0.5714285714285714,0.7690726627409066
365,0.014,0.6122448979591836,0.8067877463285533
366,0.014,0.6530612244897959,0.8411875660111072
367,0.014,0.6938775510204082,0.8721307655507544
368,0.014,0.7346938775510203,0.899490192703291
369,0.014,0.7755102040816326,0.9231534217139685
370,0.014,0.8163265306122448,0.9430232152990352
371,0.014,0.8571428571428571,0.9590179242145931
372,0.014,0.8979591836734693,0.9710718227708532
373,0.014,0.9387755102040816,0.9791353789130957
374,0.014,0.9795918367346939,0.9831754577595035
375,0.014,1.0204081632653061,0.9831754577595038
376,0.014,1.0612244897959182,0.9791353789130955
377,0.014,1.1020408163265305,0.9710718227708535
378,0.014,1.1428571428571428,0.9590179242145931
379,0.014,1.183673469387755,0.9430232152990353
380,0.014,1.2244897959183672,0.9231534217139685
381,0.014,1.2653061224489794,0.899490192703291
382,0.014,1.3061224489795917,0.8721307655507544
383,0.014,1.346938775510204,0.8411875660111074
384,0.014,1.3877551020408163,0.8067877463285535
385,0.014,1.4285714285714284,0.7690726627409068
386,0.014,1.4693877551020407,0.728197294616489
387,0.014,1.510204081632653,0.684329607610662
388,0.014,1.5510204081632653,0.6376498634589223
389,0.014,1.5918367346938773,0.5883498792427633
390,0.014,1.6326530612244896,0.5366322391721423
391,0.014,1.673469387755102,0.4827094621235088
392,0.014,1.7142857142857142,0.4268031283541547
393,0.014,1.7551020408163265,0.3691429689814095
394,0.014,1.7959183673469385,0.30996592196820116
395,0.014,1.8367346938775508,0.24951515849414369
396,0.014,1.8775510204081631,0.18803908371300015
397,0.014,1.9183673469387754,0.12579031600262292
398,0.014,1.9591836734693877,0.06302464890185272
399,0.014,2.0,0.0
400,0.016,0.0,0.0
401,0.016,0.04081632653061224,0.06289515800131137
402,0.016,0.08163265306122448,0.1255318663074263
403,0.016,0.12244897959183673,0.18765273724838308
404,0.016,0.16326530612244897,0.24900250284060044
405,0.016,0.2040816326530612,0.30932906373777624
406,0.016,0.24489795918367346,0.3683845251611776
407,0.016,0.2857142857142857,0.42592621555245874
408,0.016,0.32653061224489793,0.48171768376314816
409,0.016,0.36734693877551017,0.5355296706831357
410,0.016,0.4081632653061224,0.587141051315532
411,0.016,0.44897959183673464,0.6363397434267124
412,0.016,0.4897959183673469,0.6829235790377054
413,0.016,0.5306122448979591,0.7267011351757842
414,0.016,0.5714285714285714,0.767492520472521
415,0.016,0.6122448979591836,0.8051301143760069
416,0.016,0.6530612244897959,0.8394592559396539
417,0.016,0.6938775510204082,0.8703388793571991
418,0.016,0.7346938775510203,0.8976420936323615
419,0.016,0.7755102040816326,0.9212567040011631
420,0.016,0.8163265306122448,0.9410856729642808
421,0.016,0.8571428571428571,0.9570475190349442
422,0.016,0.8979591836734693,0.9690766515638444
423,0.016,0.9387755102040816,0.9771236402651784
424,0.016,0.9795918367346939,0.9811554183362997
425,0.016,1.0204081632653061,0.9811554183362996
426,0.016,1.0612244897959182,0.9771236402651786
427,0.016,1.1020408163265305,0.9690766515638443
428,0.016,1.1428571428571428,0.9570475190349443
429,0.016,1.183673469387755,0.9410856729642808
430,0.016,1.2244897959183672,0.9212567040011632
431,0.016,1.2653061224489794,0.8976420936323615
432,0.016,1.3061224489795917,0.8703388793571992
433,0.016,1.346938775510204,0.839459255939654
434,0.016,1.3877551020408163,0.8051301143760071
435,0.016,1.4285714285714284,0.7674925204725213
436,0.016,1.4693877551020407,0.7267011351757844
437,0.016,1.510204081632653,0.6829235790377056
438,0.016,1.5510204081632653,0.6363397434267126
439,0.016,1.5918367346938773,0.5871410513155323
440,0.016,1.6326530612244896,0.5355296706831361
441,0.016,1.673469387755102,0.4817176837631485
442,0.016,1.7142857142857142,0.42592621555245913
443,0.016,1.7551020408163265,0.3683845251611779
444,0.016,1.7959183673469385,0.3093290637377766
445,0.016,1.8367346938775508,0.24900250284060066
446,0.016,1.8775510204081631,0.1876527372483833
447,0.016,1.9183673469387754,0.12553186630742644
448,0.016,1.9591836734693877,0.06289515800131146
449,0.016,2.0,0.0
450,0.018000000000000002,0.0,0.0
451,0.018000000000000002,0.04081632653061224,0.06276593315371315
452,0.018000000000000002,0.08163265306122448,0.12527394762484723
453,0.018000000000000002,0.12244897959183673,0.18726718457401337
454,0.018000000000000002,0.16326530612244897,0.24849090049307965
455,0.018000000000000002,0.2040816326530612,0.308693514000889
456,0.018000000000000002,0.24489795918367346,0.36762763964511747
457,0.018000000000000002,0.2857142857142857,0.4250511044621629
458,0.018000000000000002,0.32653061224489793,0.4807279431177972
459,0.018000000000000002,0.36734693877551017,0.5344293675393401
460,0.018000000000000002,0.4081632653061224,0.5859347070549241
461,0.018000000000000002,0.44897959183673464,0.6350323151766186
462,0.018000000000000002,0.4897959183673469,0.6815204393012483
463,0.018000000000000002,0.5306122448979591,0.7252080497551132
464,0.018000000000000002,0.5714285714285714,0.7659156247758956
465,0.018000000000000002,0.6122448979591836,0.8034758882060875
466,0.018000000000000002,0.6530612244897959,0.837734496866603
467,0.018000000000000002,0.6938775510204082,0.8685506747860077
468,0.018000000000000002,0.7346938775510203,0.895797791679181
469,0.018000000000000002,0.7755102040816326,0.9193638832983211
470,0.018000000000000002,0.8163265306122448,0.9391521115180537
471,0.018000000000000002,0.8571428571428571,0.9550811622640626
472,0.018000000000000002,0.8979591836734693,0.9670855796500613
473,0.018000000000000002,0.9387755102040816,0.975116034950072
474,0.018000000000000002,0.9795918367346939,0.979139529300739
475,0.018000000000000002,1.0204081632653061,0.9791395293007392
476,0.018000000000000002,1.0612244897959182,0.9751160349500719
477,0.018000000000000002,1.1020408163265305,0.9670855796500615
478,0.018000000000000002,1.1428571428571428,0.9550811622640625
479,0.018000000000000002,1.183673469387755,0.9391521115180538
480,0.018000000000000002,1.2244897959183672,0.9193638832983211
481,0.018000000000000002,1.2653061224489794,0.8957977916791813
482,0.018000000000000002,1.3061224489795917,0.8685506747860077
483,0.018000000000000002,1.346938775510204,0.8377344968666032
484,0.018000000000000002,1.3877551020408163,0.8034758882060876
485,0.018000000000000002,1.4285714285714284,0.7659156247758958
486,0.018000000000000002,1.4693877551020407,0.7252080497551134
487,0.018000000000000002,1.510204081632653,0.6815204393012485
488,0.018000000000000002,1.5510204081632653,0.635032315176619
489,0.018000000000000002,1.5918367346938773,0.5859347070549243
490,0.018000000000000002,1.6326530612244896,0.5344293675393403
491,0.018000000000000002,1.673469387755102,0.4807279431177976
492,0.018000000000000002,1.7142857142857142,0.4250511044621632
493,0.018000000000000002,1.7551020408163265,0.36762763964511785
494,0.018000000000000002,1.7959183673469385,0.3086935140008893
495,0.018000000000000002,1.8367346938775508,0.24849090049307992
496,0.018000000000000002,1.8775510204081631,0.18726718457401353
497,0.018000000000000002,1.9183673469387754,0.1252739476248474
498,0.018000000000000002,1.9591836734693877,0.06276593315371322
499,0.018000000000000002,2.0,0.0
500,0.02,0.0,0.0
501,0.02,0.04081632653061224,0.06263697381242361
502,0.02,0.08163265306122448,0.12501655886386326
503,0.02,0.12244897959183673,0.18688242405896344
504,0.02,0.16326530612244897,0.2479803492874512
505,0.02,0.2040816326530612,0.30805927006909856
506,0.02,0.24489795918367346,0.3668723092315259
507,0.02,0.2857142857142857,0.42417779138145734
508,0.02,0.32653061224489793,0.4797402360007515
509,0.02,0.36734693877551017,0.5333313250863607
510,0.02,0.4081632653061224,0.5847308413579794
511,0.02,0.44897959183673464,0.6337275731780863
512,0.02,0.4897959183673469,0.6801201824658659
513,0.02,0.5306122448979591,0.7237180320385719
514,0.02,0.5714285714285714,0.7643419689806004
515,0.02,0.6122448979591836,0.8018250608212493
516,0.02,0.6530612244897959,0.8360132814960476
517,0.02,0.6938775510204082,0.866766144272892
518,0.02,0.7346938775510203,0.8939572790421644
519,0.02,0.7755102040816326,0.9174749515986174
520,0.02,0.8163265306122448,0.9372225227811919
521,0.02,0.8571428571428571,0.9531188455840575
522,0.02,0.8979591836734693,0.9650985986070673
523,0.02,0.9387755102040816,0.9731125544754001
524,0.02,0.9795918367346939,0.9771277821254056
525,0.02,1.0204081632653061,0.9771277821254054
526,0.02,1.0612244897959182,0.9731125544754003
527,0.02,1.1020408163265305,0.9650985986070673
528,0.02,1.1428571428571428,0.9531188455840576
529,0.02,1.183673469387755,0.9372225227811918
530,0.02,1.2244897959183672,0.9174749515986176
531,0.02,1.2653061224489794,0.8939572790421644
532,0.02,1.3061224489795917,0.8667661442728922
533,0.02,1.346938775510204,0.8360132814960477
534,0.02,1.3877551020408163,0.8018250608212495
535,0.02,1.4285714285714284,0.7643419689806006
536,0.02,1.4693877551020407,0.7237180320385721
537,0.02,1.510204081632653,0.6801201824658663
538,0.02,1.5510204081632653,0.6337275731780865
539,0.02,1.5918367346938773,0.5847308413579797
540,0.02,1.6326530612244896,0.5333313250863609
541,0.02,1.673469387755102,0.4797402360007518
542,0.02,1.7142857142857142,0.4241777913814577
543,0.02,1.7551020408163265,0.36687230923152625
544,0.02,1.7959183673469385,0.3080592700690989
545,0.02,1.8367346938775508,0.2479803492874514
546,0.02,1.8775510204081631,0.18688242405896366
547,0.02,1.9183673469387754,0.12501655886386337
548,0.02,1.9591836734693877,0.0626369738124237
549,0.02,2.0,0.0
550,0.022,0.0,0.0
551,0.022,0.04081632653061224,0.06250827943193163
552,0.022,0.08163265306122448,0.12475969893569352
553,0.022,0.12244897959183673,0.18649845407565724
554,0.022,0.16326530612244897,0.247470847064031
555,0.022,0.2040816326530612,0.30742632925948854
556,0.022,0.24489795918367346,0.36611853072527795
557,0.022,0.2857142857142857,0.42330627261613873
558,0.022,0.32653061224489793,0.478754558233909
559,0.022,0.36734693877551017,0.5322355386793655
560,0.022,0.4081632653061224,0.5835294491322235
561,0.022,0.44897959183673464,0.6324255119119226
562,0.022,0.4897959183673469,0.6787228026083291
563,0.022,0.5306122448979591,0.7222310757232331
564,0.022,0.5714285714285714,0.7627715464299105
565,0.022,0.6122448979591836,0.8001776252383239
566,0.022,0.6530612244897959,0.8342956025470707
567,0.022,0.6938775510204082,0.864985280269106
568,0.022,0.7346938775510203,0.8921205479357547
569,0.022,0.7755102040816326,0.9155899009116781
570,0.022,0.8163265306122448,0.9352968985913375
571,0.022,0.8571428571428571,0.9511605606941296
572,0.022,0.8979591836734693,0.9631157000297288
573,0.022,0.9387755102040816,0.9711131903662364
574,0.022,0.9795918367346939,0.9751201683004027
575,0.022,1.0204081632653061,0.9751201683004029
576,0.022,1.0612244897959182,0.9711131903662363
577,0.022,1.1020408163265305,0.963115700029729
578,0.022,1.1428571428571428,0.9511605606941296
579,0.022,1.183673469387755,0.9352968985913376
580,0.022,1.2244897959183672,0.9155899009116781
581,0.022,1.2653061224489794,0.8921205479357549
582,0.022,1.3061224489795917,0.864985280269106
583,0.022,1.346938775510204,0.8342956025470709
584,0.022,1.3877551020408163,0.8001776252383241
